,Date,PX_LAST,PX_VOLUME
781,3/26/2019,158.88,49868651
782,3/25/2019,158.17,51754815
783,3/22/2019,158.47,64934511
784,3/21/2019,160.5,58717449
785,3/20/2019,159.08,66815066
786,3/19/2019,157.25,103764708
787,3/18/2019,157.29,60232656
788,3/15/2019,158.56,168079141
789,3/14/2019,158.54,63426710
790,3/13/2019,159.17,64063201
791,3/12/2019,158.77,53247068
792,3/11/2019,157.88,50627086
793,3/8/2019,154.99,47594543
794,3/7/2019,155.08,48237487
795,3/6/2019,156.35,42118410
796,3/5/2019,156.37,54507673
797,3/4/2019,155.24,63021388
798,3/1/2019,155.2,45814280
799,2/28/2019,154,62669659
800,2/27/2019,154.01,42949758
801,2/26/2019,154.61,53594297
802,2/25/2019,154.41,53302258
803,2/22/2019,154.28,52046463
804,2/21/2019,152.68,54717180
805,2/20/2019,153.65,50228153
806,2/19/2019,153.75,49695299
807,2/15/2019,153.28,65813129
808,2/14/2019,152.67,59242127
809,2/13/2019,152.34,62290617
810,2/12/2019,152.5,61747384
811,2/11/2019,150.78,66747767
812,2/8/2019,151.73,54625381
813,2/7/2019,151.2,66189471
814,2/6/2019,152.77,67223475
815,2/5/2019,155.08,55251416
816,2/4/2019,153.68,54199966
817,2/1/2019,152.23,58915079
818,1/31/2019,152.75,94148096
